step,input,h0,h1,h2
0,a,0.48274946212768555,-0.33174219727516174,0.3046455979347229
1,a,0.7564315795898438,-0.4272739291191101,0.4047818183898926
2,a,0.8464438319206238,-0.33920180797576904,0.445198118686676
3,b,0.8828369975090027,0.37214556336402893,0.11032561212778091
4,b,0.8553676605224609,0.7197567224502563,0.12997595965862274
5,b,0.7764983773231506,0.8222295641899109,0.16033856570720673
6,b,0.5922937393188477,0.8471795916557312,0.17935818433761597
7,b,0.16970191895961761,0.8489221930503845,0.19938547909259796
8,b,-0.47317904233932495,0.8372167348861694,0.2385610044002533
9,c,-0.7757840752601624,0.8920282125473022,0.8210198283195496
10,c,-0.815565288066864,0.8775926232337952,0.8879542946815491
11,c,-0.8169200420379639,0.8649279475212097,0.8996639251708984
12,c,-0.8165013194084167,0.8380022644996643,0.9041109681129456
13,c,-0.8153964281082153,0.7786745429039001,0.9059996008872986
14,c,-0.8128920197486877,0.6554913520812988,0.9057722687721252
15,c,-0.8075221180915833,0.42235779762268066,0.9026383757591248
16,c,-0.7967433929443359,0.053147826343774796,0.8943827152252197
17,c,-0.7777049541473389,-0.3610035479068756,0.8776959180831909
18,a,0.40283820033073425,-0.5663527250289917,0.7882925868034363
19,a,0.7519399523735046,-0.6219449639320374,0.6358575224876404
20,a,0.8430512547492981,-0.5043494701385498,0.5619691610336304
21,b,0.8826818466186523,0.22164322435855865,0.12904633581638336
22,b,0.8587527871131897,0.6663814783096313,0.13690771162509918
23,b,0.794650137424469,0.8079275488853455,0.16888587176799774
24,b,0.6396337151527405,0.8439001441001892,0.18666668236255646
25,b,0.28126493096351624,0.8493027091026306,0.20273736119270325
26,b,-0.35613328218460083,0.8406240344047546,0.2344687581062317
27,c,-0.7637180089950562,0.8946588039398193,0.82242351770401
28,c,-0.8145891427993774,0.8778426051139832,0.8920974731445312
29,c,-0.8168635368347168,0.8649030327796936,0.9022340178489685
30,c,-0.8165091276168823,0.8379145860671997,0.9056246280670166
31,c,-0.8154027462005615,0.7784818410873413,0.9069187641143799
32,c,-0.8128911852836609,0.6550915837287903,0.9063438773155212
33,c,-0.8075101375579834,0.42162463068962097,0.9029933214187622
34,c,-0.7967133522033691,0.052105821669101715,0.8945910334587097
35,c,-0.7776525616645813,-0.36193692684173584,0.8777984380722046
36,a,0.4029202163219452,-0.5666818022727966,0.7884105443954468
37,b,0.267426073551178,-0.0872950628399849,0.17494264245033264
38,b,-0.3321119546890259,0.3999491333961487,0.16075310111045837
39,c,-0.7395966649055481,0.30178993940353394,0.795173704624176
40,c,-0.7882154583930969,-0.07740086317062378,0.8721793293952942
41,c,-0.7700207829475403,-0.46497076749801636,0.864611804485321
42,a,0.4020330607891083,-0.6003998517990112,0.7735303044319153
43,a,0.7483946084976196,-0.6423196196556091,0.6266463398933411
44,a,0.8400067090988159,-0.5243223309516907,0.5560569763183594
45,a,0.8744596838951111,-0.35502487421035767,0.5484209060668945
46,b,0.9201620221138,0.3713338375091553,0.13478176295757294
47,b,0.9225116968154907,0.7225973010063171,0.14423498511314392
48,b,0.911031186580658,0.8254142999649048,0.1687067598104477
49,b,0.8750372529029846,0.8518527746200562,0.17881980538368225
50,b,0.8044792413711548,0.8579767346382141,0.18384090065956116
51,b,0.6583407521247864,0.8579413294792175,0.18963463604450226
52,b,0.32409608364105225,0.8541156053543091,0.2012697011232376
53,b,-0.3023790121078491,0.8436342477798462,0.2297847718000412
54,c,-0.7565423846244812,0.8987277746200562,0.8181372284889221
55,c,-0.8140782713890076,0.8848410248756409,0.8914166688919067
56,c,-0.8170918822288513,0.8817335367202759,0.9022017121315002
57,c,-0.8172052502632141,0.8776372075080872,0.9060109257698059
58,c,-0.8170661330223083,0.8677614331245422,0.9080629944801331
59,c,-0.8166689276695251,0.8446167707443237,0.9091072678565979
60,c,-0.8157088756561279,0.7930054664611816,0.9092523455619812
61,c,-0.8135294914245605,0.6844565868377686,0.9081761837005615
62,c,-0.8088251948356628,0.47463881969451904,0.9049072861671448
63,c,-0.7992540001869202,0.1279878318309784,0.8973203897476196
64,c,-0.781806468963623,-0.29183363914489746,0.8820226192474365
65,c,-0.7571210265159607,-0.6068777441978455,0.8584296703338623
66,a,0.405658483505249,-0.6444004774093628,0.7675244808197021
67,a,0.7464689612388611,-0.6692221164703369,0.6260377168655396
68,a,0.8375577926635742,-0.5501387119293213,0.5572561621665955
69,b,0.878352701663971,0.16434207558631897,0.12679950892925262
70,b,0.853023111820221,0.6434445381164551,0.1338963657617569
71,b,0.7861217856407166,0.801311194896698,0.16782310605049133
72,b,0.6211287975311279,0.8418760299682617,0.1871354877948761
73,b,0.23939533531665802,0.8481794595718384,0.20448853075504303
74,b,-0.40350866317749023,0.8389911651611328,0.23858636617660522
75,c,-0.7691930532455444,0.8929340243339539,0.8251665234565735
76,c,-0.8150354623794556,0.8761846423149109,0.8921415209770203
77,c,-0.8168383240699768,0.8612784743309021,0.9020738005638123
78,c,-0.8163602948188782,0.8297371864318848,0.905434250831604
79,c,-0.8150572776794434,0.7609697580337524,0.9066134691238403
80,c,-0.8121375441551208,0.6202326416969299,0.9057399034500122
81,c,-0.8059483766555786,0.36059555411338806,0.9017243385314941
82,c,-0.7937427759170532,-0.02976619079709053,0.8920096158981323
83,c,-0.7730351090431213,-0.4303102493286133,0.8734390735626221
