step,input,h0,h1,h2
0,a,0.4399550259113312,-0.11926709115505219,0.22524191439151764
1,a,0.6861875057220459,-0.12955892086029053,0.3319172263145447
2,b,0.6358507871627808,0.3261089026927948,0.13152189552783966
3,b,0.4837961494922638,0.48866328597068787,0.16231392323970795
4,b,0.2086002081632614,0.5287278890609741,0.19913721084594727
5,b,-0.1783854216337204,0.5189476609230042,0.23429928719997406
6,c,-0.6955935955047607,0.5002197623252869,0.7416946291923523
7,c,-0.8068610429763794,0.2586664855480194,0.8410640358924866
8,c,-0.8128961324691772,0.10905297100543976,0.8534614443778992
9,c,-0.8073113560676575,0.03436175361275673,0.8537232875823975
10,c,-0.8030868172645569,0.0015369388274848461,0.8536099791526794
11,c,-0.801021933555603,-0.012020493857562542,0.8543164134025574
12,a,0.22753651440143585,-0.20049554109573364,0.7638006210327148
13,a,0.6613771319389343,-0.2777639925479889,0.6359609365463257
14,b,0.643409013748169,0.22163130342960358,0.20450058579444885
15,b,0.5072154998779297,0.45562541484832764,0.19539861381053925
16,b,0.26148128509521484,0.5166207551956177,0.22312285006046295
17,b,-0.1087566465139389,0.5173887014389038,0.250049352645874
18,c,-0.6784590482711792,0.5074083209037781,0.7589898705482483
19,c,-0.8052059412002563,0.2625281810760498,0.8526732921600342
20,c,-0.8130891919136047,0.10973731428384781,0.860399603843689
21,c,-0.8075583577156067,0.033741097897291183,0.857886552810669
22,c,-0.8032136559486389,0.0006565992371179163,0.8562024831771851
23,c,-0.8010767698287964,-0.012780388817191124,0.8560031652450562
24,a,0.22818242013454437,-0.20081251859664917,0.7660622000694275
25,a,0.661837100982666,-0.27800601720809937,0.6379439830780029
26,a,0.7865201830863953,-0.2077483981847763,0.5593882203102112
27,b,0.7921655178070068,0.30491000413894653,0.19136770069599152
28,b,0.7504258155822754,0.5006569623947144,0.189891055226326
29,b,0.6740643382072449,0.5595787167549133,0.20836009085178375
30,b,0.5364867448806763,0.5782039761543274,0.22082118690013885
31,b,0.29940634965896606,0.5761116743087769,0.23390576243400574
32,b,-0.06304433941841125,0.5547211170196533,0.25319093465805054
33,c,-0.666858971118927,0.5449496507644653,0.7585915923118591
34,c,-0.8049291968345642,0.2882072925567627,0.8538296818733215
35,c,-0.8141935467720032,0.12309140712022781,0.8616572022438049
36,c,-0.8083710670471191,0.03958416357636452,0.858670711517334
37,c,-0.803617000579834,0.002980511635541916,0.8565669655799866
38,c,-0.8012451529502869,-0.011903074570000172,0.8561358451843262
39,c,-0.8002609014511108,-0.01780407875776291,0.8565603494644165
40,c,-0.7998921871185303,-0.020192498341202736,0.8572249412536621
41,c,-0.7997644543647766,-0.02122797816991806,0.8578580617904663
42,a,0.23028810322284698,-0.20387065410614014,0.7702605128288269
43,a,0.662872850894928,-0.2796725928783417,0.6420324444770813
44,b,0.6466120481491089,0.220569908618927,0.20674850046634674
45,b,0.5129966735839844,0.45569318532943726,0.19672752916812897
46,b,0.27166512608528137,0.5172494053840637,0.22405406832695007
47,b,-0.0956168919801712,0.5187469720840454,0.250415563583374
48,c,-0.674858808517456,0.5101460814476013,0.7595162987709045
49,c,-0.8048102259635925,0.26457250118255615,0.8534258604049683
50,c,-0.8131325244903564,0.11073959618806839,0.8609665632247925
51,c,-0.8076254725456238,0.03412493318319321,0.858248233795166
52,c,-0.8032510280609131,0.0007654523360542953,0.8564255237579346
53,c,-0.801093339920044,-0.012770870700478554,0.8561433553695679
54,a,0.22822310030460358,-0.20081289112567902,0.7662414312362671
55,b,0.08260571211576462,0.13922911882400513,0.267979234457016
56,b,-0.2667291462421417,0.33526328206062317,0.2398550659418106
57,c,-0.7075717449188232,0.36729896068573,0.7586551308631897
58,c,-0.8044055700302124,0.1819251924753189,0.8488345146179199
59,c,-0.809448778629303,0.07031556963920593,0.8571608662605286
